filename, Apple, Banana, Carrot, Orange
OIP-0bwgUZpe8zgfMZzUwWLaiwHaFj_jpg.rf.4d5e8de92e0ae78bab85ec4866e8ea3e.jpg, 0, 1, 0, 0
7fc22c6fb981184c_jpg.rf.4dba310fa7c91dce8c44c4604b06d4bd.jpg, 1, 0, 0, 0
1200px-Saft-Clementine2C_Spanien2C_Supermarkt1661-JPG_jpg.rf.4dd3d1ceb9cf30d70bc8041f9b5349cc.jpg, 0, 0, 0, 1
a0066081_664454_jpg.rf.4c35e6e7732eab0d0ad14368aff2460b.jpg, 0, 0, 0, 1
0e2ee57e7d024e5a_jpg.rf.45d48b3abcea6b179c26376bd574fc39.jpg, 0, 1, 0, 0
3d-red-chief-apple-02-model-0000_jpg.rf.4b93ddbd7f6350e947d9320a865593cf.jpg, 1, 0, 0, 0
OIP-M1-vSIHap0wfHpMUjJqbugHaGI_jpg.rf.4cbcd06d848ed1700560007491450ee9.jpg, 0, 0, 0, 1
OIP-UabbxegHtz7cej8r2vOaHAHaHa_jpg.rf.4f2d0bed3fcf2fdeb04b7aac065a1c6c.jpg, 0, 0, 1, 0
OIP-uWeG2BCKOTw1Vg7U_1L-TQGBCh_jpg.rf.4fcf63dd2a80be0ac9b7f24df85ccb0e.jpg, 0, 1, 0, 0
OIP-CfWXs1LAmvZV2Rq1vS3RqwHaHa_jpg.rf.4fb633e90dd7e1ad60ab788f6b4dfcad.jpg, 0, 1, 0, 0
1ee83c7f69c825e7_jpg.rf.4c505fbf5e38281930db4bfcaeaf9792.jpg, 1, 0, 0, 0
cb102783b3f105f1_jpg.rf.5144d1f68d508727c1da17acde7a7dfc.jpg, 0, 0, 0, 1
ee11aa_38e593b6875f4e1bbae08582bcbd17camv2_jpg.rf.4eeace71f2f8459841b988661efdd67c.jpg, 1, 0, 0, 0
622f116751cd404f_jpg.rf.4fbade19b948be217f79d88169c18c62.jpg, 1, 0, 0, 0
OIP-HKcA8yQ8eFhVi4wd0ayOvwHaHZ_jpg.rf.52ec4a524ee5c38793396cdaf544197b.jpg, 0, 0, 0, 1
OIP-v-FVAFteutYAtNRJ1Pc_2gHaE6_jpg.rf.545d62548e129af3071e48abbb466440.jpg, 0, 1, 0, 0
carrot-01-3d-model-max-obj-mtl-fbx-mdl_jpg.rf.50122ddd32af9d28473c185fd27ef534.jpg, 0, 0, 1, 0
83644_main_jpg.rf.532d0b30d1dd0e168e31841f331615a6.jpg, 1, 0, 0, 0
084313deca0c8959_jpg.rf.5336cf3bcaa9e213949524e1eec6a330.jpg, 0, 0, 0, 1
0fa7d472c0ebdcf9_jpg.rf.524236cb86ad5f77b6b7e26b8f264a77.jpg, 1, 0, 0, 0
OIP-iCwpt6NP2icJV_f6kwthdAHaFj_jpg.rf.5298595ff575ce5fe44ca1fcaf0109d6.jpg, 0, 1, 0, 0
19b2a7b2df39c507_jpg.rf.543a791863b2b464784721cbdc5c3728.jpg, 0, 0, 0, 1
ee0a0b6a61419dfb_jpg.rf.545dffccb68d1a7a3c74b65b46053a6c.jpg, 1, 0, 0, 0
OIP-EpLXentZP6tb99-M5tb5lwAAAA_jpg.rf.536d3354c60df76dc76577b0859ed84d.jpg, 0, 1, 0, 0
OIP-6duNdMQrG-rchnBADuhw-AHaKF_jpg.rf.5399605e5f7ff267e50994ba741e6904.jpg, 0, 0, 1, 0
OIP-FrfcXWkSMJWzzsRLCDV6YAHaE8_jpg.rf.54f9bdf9e215cd36ba17a9c96adff0ad.jpg, 0, 0, 0, 1
OIP-My_44D-F0lvNLz9OZMfogQHaFe_jpg.rf.5510b72d4d6b5d9e64651dc1b6cdbeaf.jpg, 0, 1, 0, 0
a0066081_2141914_jpg.rf.564cb58050efbe815bb4400d4693d94b.jpg, 0, 0, 0, 1
201312182158027016_jpg.rf.53644ede94f96cf6895e719fc3bd08ba.jpg, 0, 0, 0, 1
4191193b13f43ec9_jpg.rf.51041fab8505e0a3ea2a5cb9f4590e2b.jpg, 1, 0, 0, 0
8bee9d680e95b549a83dabd722c249c3_jpg.rf.5532460811f59ea95e81930d4dd1c258.jpg, 0, 1, 0, 0
OIP-Z-iQRQ4PRQ9qHlIenpFsogElDU_jpg.rf.55973f4fb5e443bc7379bfb9bcf7b40c.jpg, 0, 1, 0, 0
Blood-orange1_jpg.rf.5424eff82a3efa0d4a89f0cabcdfd04e.jpg, 0, 0, 0, 1
02e5460e0ffb11b4_jpg.rf.565fc7307eaf543a316563911f2ae068.jpg, 0, 1, 0, 0
5004951415_38cb621912_b_jpg.rf.578841a2d442aef11aaa3bc1cd491482.jpg, 1, 0, 0, 0
30b3f37e2a1117a7_jpg.rf.55acf5bb2924c85175679368d3d00bfb.jpg, 1, 0, 0, 0
6450730aca9be9e8_jpg.rf.5126ac49b815d57d2ccce5510af75031.jpg, 0, 0, 0, 1
592180124eb246e1_jpg.rf.561c12161876af27f32277c3ff0fd95b.jpg, 1, 0, 0, 0
20200319195717_jpg.rf.5206fac9fd19142b54856d760441152a.jpg, 0, 0, 0, 1
OIP-D-jSZWoce5WErNrwJ7OvRwHaE7_jpg.rf.59132884530f0e677c453b1741fef873.jpg, 0, 0, 1, 0
OIP-jTpk8slTEw1aKxB19jLHCQHaE7_jpg.rf.56442ae158a86d43693834d896f04e3d.jpg, 0, 1, 0, 0
OIP-EMxVPNG_Dhi4DJGknpnjHAHaEM_jpg.rf.56731bc9080d00eebeb4db4f6c920220.jpg, 1, 0, 0, 0
OIP-Oaw9Stqanr0iDbraIdDXVgHaE6_jpg.rf.570bb2acbb4c09ff1fb1acf5ff34803c.jpg, 0, 0, 1, 0
d569bbc75ae7fbe2_jpg.rf.57e4f18c28f67f87b97d3e32298a2558.jpg, 0, 0, 1, 0
82ace28d2b37ecfc_jpg.rf.57c9be6d0faf986c8d6dde72fe3ef0c9.jpg, 0, 1, 0, 0
banana1_jpg.rf.566363cf9ac1b0501e287fad4efaec87.jpg, 0, 1, 0, 0
why-eat-carrots-1024x414_jpg.rf.575e62a5496714c67b820a66192ffe08.jpg, 0, 0, 1, 0
a_0012-jpg524A5F9D-AB95-4F5C-A121-C9C4CC73A84EDefaultHQ_jpg.rf.584cfe4a633bf7c9e17f6992279e2225.jpg, 0, 0, 0, 1
gazo04-1536x1152_jpg.rf.56267bd76bec43f406d56429d89d7dbb.jpg, 0, 0, 0, 1
20200402073211_jpg.rf.565924c544c912e26d6248ffdcab2743.jpg, 0, 0, 0, 1
6d8535da-01_jpg.rf.57ef3af138616c90e4459db8da0f91e4.jpg, 0, 0, 1, 0
leig4pj7lf331_jpg.rf.574de2acf7b8f0402ee34745cff105b0.jpg, 0, 1, 0, 0
OIP-0IdI3JtlmPnDbAu7TdMyGwAAAA_jpg.rf.587c3be9b57f02e68da2d8a52812db86.jpg, 0, 0, 0, 1
5129712590_98642c5ebf_z_jpg.rf.59666ed9710f52997e454b6f1086602e.jpg, 0, 1, 0, 0
Image_25_jpg.rf.526d8e9cab6edad45033a445b15de2d6.jpg, 1, 0, 0, 0
c7d1b8d77ca90b86_jpg.rf.59f43391788beb877e136c7531e7ef9f.jpg, 1, 1, 0, 0
f765ed1b79eb1f1e_jpg.rf.58eccd7d2310fb19b814f07d3de0cb89.jpg, 1, 0, 0, 0
clementine_jpg.rf.5ae3391b5f6b6b1e8d18deb5d4ed4a65.jpg, 0, 0, 0, 1
OIP-3kTPY34hyix0a9JMqXwKCgHaHa_jpg.rf.59b5d6b2c2ba8baf2f98e4f0f1d2ecbc.jpg, 0, 0, 0, 1
OIP-G19AxFJ-78eQUrILmXMSsgHaE8_jpg.rf.59156fd4dd0f51ad5b7815c419ddb1ca.jpg, 1, 0, 0, 0
ripe-banana-1509582_jpg.rf.5ab0f91809bd351f91519e73a06b12c5.jpg, 0, 1, 0, 0
507013d1adf8770cc0fb04ccf1730015_jpg.rf.59fd1420540ddbb3f367cea79ed7d71c.jpg, 0, 1, 0, 0
Image_58_jpg.rf.5dbbae7a8f3a272133adb4001fe7408d.jpg, 1, 0, 0, 0
closeup_apple_jpg.rf.59e7a25a4978bd459ddc862ce0e060be.jpg, 1, 0, 0, 0
600px-Apples_photo_jpg.rf.5b5f6e2a411222e237526429a2561e19.jpg, 1, 0, 0, 0
OIP-LwvsuuWYmNK6MJRr8ssLbQHaE7_jpg.rf.5c6bae7c0aaa33fb0846c98f235e4a0b.jpg, 0, 1, 0, 0
OIP-R75j509U15sAgYRAKrRWkAHaE8_jpg.rf.5d17c2eadd77f6e51586833ea6e4369c.jpg, 0, 1, 0, 0
clementine-citrus-clementina_jpg.rf.5defb4253d9a2b9c260aa39194cdbad5.jpg, 0, 0, 0, 1
20120331113457fe2_jpg.rf.5a7afb97b9c8c35c5b0c57f8055f4cea.jpg, 0, 0, 0, 1
OIP--T_xkFVdJiU7rkh48lPz2AAAAA_jpg.rf.5ce7eee206f161c692b3aaa8d3762c48.jpg, 0, 0, 0, 1
OIP-u1uystt1Oyo6RfDVn00K6wAAAA_jpg.rf.5d25d9622d9997979bda8d0c6c4bbcbc.jpg, 0, 0, 0, 1
OIP-Z3YDEdhwSu1wZlr6-rXrBAHaC5_jpg.rf.5d9930aceea7145238a0f2b03a0b736e.jpg, 0, 1, 0, 0
OIP-_fgoAil46ZmZ9ChHW93sRwAAAA_jpg.rf.5a08f7ca94260c5bade32f5a86ae096f.jpg, 0, 0, 1, 0
75658615_jpg.rf.5b90e102f22654d2d94edbb9ac69fc68.jpg, 0, 0, 0, 1
1329756458_6f14a97ced_b_jpg.rf.5dd7ab9df2ee29209f5c757dceb58968.jpg, 1, 0, 0, 0
OIP-iUDSxJz35VjEHA4LUGE8bAHaFj_jpg.rf.5e28f846b38a2f0ca991f5303762ab85.jpg, 0, 0, 0, 1
ebfa6d14d702a547_jpg.rf.592a9be22208c3d2311fb763e25085b4.jpg, 1, 0, 0, 0
groupapplephoto_wide-a748a70d528377734cafa350893c6d8fa71ff239_jpg.rf.5d3ef20ccf6d4db7db772d4f006fd8e2.jpg, 1, 0, 0, 0
2698378264_0948e29d42_jpg.rf.5e00a5842f106f505d8cd6d760528eb5.jpg, 0, 1, 0, 0
604840cd282918d5_jpg.rf.604e146a2a347abe9a288f686cc9c653.jpg, 1, 0, 0, 0
a1bdb7bff91594fe5a3462995d873d4d_jpg.rf.5f98eda730aa4229e356d19a4f74dc00.jpg, 0, 1, 0, 0
Image_49_jpg.rf.5df5e66ae4cb12b3e0081eb1faf33442.jpg, 1, 0, 0, 0
20201102_154730-01-1-scaled_jpeg.rf.5e3aa70fca6810f7d5098d908cb09dd7.jpg, 0, 0, 0, 1
582e39e0-0668-4cb4-8dc5-1560d8b0b5a5_jpg.rf.60dc6cb269635d13b36a9e907ee7addb.jpg, 1, 0, 0, 0
depositphotos_1706753-stock-photo-mandarine_jpg.rf.5e44ff57fd5f98b9023313351b6b1adb.jpg, 0, 0, 0, 1
E0B89CE0B8A5E0B980E0B881E0B8A3E0B89BE0B89FE0B8A3E0B8B8E0B895_jpg.rf.5e9a37ecb912866aef6f88b6e16b4e73.jpg, 0, 0, 0, 1
d72481d30d443c9b23a52465ac7e0bd7_jpg.rf.5e70c2873843c305ef6b0557cd6b667b.jpg, 0, 1, 0, 1
banana-ebree-mgm-de-557222_jpg.rf.5dd580f571517a263a27d335aed7aaf5.jpg, 0, 1, 0, 0
9854bbdf-9988-4f40-9722-9bcce8ec779e_JDX-2x1_WEB_jpg.rf.5f1a474a894da2928ced7fd53f1920dd.jpg, 1, 0, 0, 0
Appel-breken-370x370_jpg.rf.5e6c5aea8abf2142e2578857909f4193.jpg, 1, 0, 0, 0
OIP-Ma0f_Z3WDbz4EfbwoTvLPQHaHI_jpg.rf.60fde79503288195d2444471cf646e1c.jpg, 0, 0, 0, 1
OIP-9y1yxrgLrCX7OUstQ5w0gAHaFj_jpg.rf.622dfe03c05fe00d72e69d16a40f1f65.jpg, 0, 0, 0, 1
80bfbfda74344843ad4ce7de3457e05c-JPG_jpg.rf.6117fb2260f70350b5d173434de6de2c.jpg, 0, 0, 0, 1
OIP-AhPmCqEVIaXDY7QvktWl-QHaHP_jpg.rf.62861014c63f5be88891e901502989ae.jpg, 0, 0, 1, 0
OIP--TDF6ln7Mt7rkakUhl8aUgHaD4_jpg.rf.620dfcce6cfdfc2d180d5b17db49a326.jpg, 0, 1, 0, 0
97584_jpg.rf.609e38047aa89be08b76818b3f2154c8.jpg, 1, 0, 0, 0
OIP-o9mreW29OR0hNP07-hDWNAHaE9_jpg.rf.6459ca6ccf8c27b7e8074caf0b955e66.jpg, 0, 0, 0, 1
bb199b34c5805576_jpg.rf.61e8f4d4d4ee7ebf9bf853ef24ce0038.jpg, 1, 0, 0, 0
img_1390_jpg.rf.62fbc1b74fed91e4e67aa2edb2dc51fc.jpg, 0, 1, 0, 0
51wU8kgkJLL-_AC_SX522__jpg.rf.6342a2930b23e4317718a003a382423a.jpg, 0, 0, 1, 0
04_jpg.rf.6430535ead2892cd3fe8950e0111f32b.jpg, 0, 1, 0, 0
b6d8939c6351f854_jpg.rf.60261a023fe351ff46c92ed2cff2b929.jpg, 0, 0, 0, 1
OIP-GGX8rM0FCl9IrTJYX_-BbQAAAA_jpg.rf.5fef428ea6e17bb0f803f945f7988bbc.jpg, 0, 0, 0, 1
Image_90_jpg.rf.639131184abcbe67080c6ab31c073ed1.jpg, 1, 0, 0, 0
OIP-Co-CC8bRInT38KYkT_2iiwAAAA_jpg.rf.642c51375d20bf1f98cf3b5a579ab95a.jpg, 1, 0, 0, 0
fruit-2689952_1920-web_jpg.rf.65be669ae16a1de3ec7130a36612480a.jpg, 1, 0, 0, 0
2171252838_6accf47375_b_jpg.rf.6427f0fe0d6e0f6377633a17118f59d2.jpg, 0, 0, 0, 1
depositphotos_250653624-stock-photo-red-apple-fruit-isolated_jpg.rf.65a76398e217ca3fc4373f16af60ee38.jpg, 1, 0, 0, 0
OIP-b0rd1lnsRir27PzoQ88CPAAAAA_jpg.rf.62e077c94abb2378f27cc8d1a5edb986.jpg, 0, 0, 1, 0
2c0987ebd7744b66a00de2c1ee0528a5_jpg.rf.64363de96481b8edcbd021a0a6810a7c.jpg, 1, 0, 0, 0
carrots-1798840_960_720_jpg.rf.5ea46963b3e42e4511ba6903f501cca9.jpg, 0, 0, 1, 0
89nu56b2yry21_jpg.rf.6488656c1e4e672ce092a666846a843a.jpg, 0, 0, 1, 0
OIP--ytAoj2r1lE6pexJfQSOpwHaFj_jpg.rf.644a103af96f188bc7139e1eb00e0b73.jpg, 0, 0, 0, 1
12-Artificial-Large-Oranges-Fruit_jpg.rf.636d98d6e69e05b64af3137700cbd877.jpg, 0, 0, 0, 1
Better-06-Sweet-Sixteen-MAES_20140930_66993-1280_jpg.rf.65897404c1e2634e3e9b981f7bed4b11.jpg, 1, 0, 0, 0
3071c81f1973a7b6_jpg.rf.68285d3b8415bef60a1beeb78a6f0b2b.jpg, 1, 0, 0, 0
4dccb808620f724e_jpg.rf.671e3f146da9d18ba6e89c28fed2312b.jpg, 0, 1, 0, 0
carrot-02-600x600_jpg.rf.647d9f10e4122c6265e3b10fc24096d8.jpg, 0, 0, 1, 0
mele-stark-ferrara_jpg.rf.66c8ac7d5eef32821671e23049d298a0.jpg, 1, 0, 0, 0
12-p1eecqj14m1rbq1tb21fcf1l7b1hgl4_bmp.rf.66e5fc46628e83e795d2c5f005abea86.jpg, 1, 0, 0, 0
OIP-HOMFQS5AQvU90Z1LlgXhHwHaE8_jpg.rf.6856c8ec8f8b2db9da745a9daba4b373.jpg, 0, 0, 0, 1
OIP-QWbaAq2Yv5Dfstaom0DFgQHaE8_jpg.rf.682a7edfa39af948bc9eddccdb341858.jpg, 1, 0, 0, 0
1533197d441eca0c_jpg.rf.666f96af9296a474d09186edb2cdf79b.jpg, 0, 1, 0, 0
OIP-pK7Gd-4kQCLj9VAQhQvKEwAAAA_jpg.rf.663368b29ba055825352b63346dad045.jpg, 0, 1, 0, 0
navelinaoranges_jpg.rf.663aad50c3353780f00a1d86c49ef115.jpg, 0, 0, 0, 1
101aee69ec8b17bec514412d6a892a9c_jpg.rf.68d6f162a97893873f78da0dfb00adf0.jpg, 0, 1, 0, 0
OIP-RErqVbpscxkJbfQEaCyZvwAAAA_jpg.rf.63fdf866c37e69e555855be72878f464.jpg, 0, 0, 0, 1
OIP-0KVKiWawxUAntTAcWQa_agAAAA_jpg.rf.686bc0d97455579fb5afa65567801d68.jpg, 0, 0, 0, 1
E36D8D86-1026-4BCD-856C-94AACC7E48A6_1_105_c-1024x626_jpeg.rf.69043148088886a2631d41934ec076a1.jpg, 0, 0, 0, 1
1180295221_jpg.rf.682e3681615cf0d8ca45648076308943.jpg, 0, 0, 1, 0
banana_2447325b_jpg.rf.666c13e0032b3c518784bbd3e3fe3438.jpg, 0, 1, 0, 0
28887795996_3de61bcaef_jpg.rf.6ab88b9bbc1a3b82b8d12efdd5ad3522.jpg, 1, 0, 0, 0
09_08_19---Fruit-Oranges_web_jpg.rf.6beb81badd170297a878cbcbe7d24381.jpg, 0, 0, 0, 1
29f7ae44154819a8d26ff9448d53cc96_jpg.rf.6a14dba6289f46d0572e0e847dcd9504.jpg, 1, 0, 0, 0
aa0c8466e5782bf7_jpg.rf.6a54b1394bf30e705871dd42c2461586.jpg, 1, 0, 0, 0
OIP-NSyOcIXKqXqXeAHPNLUptgHaKD_jpg.rf.6b814e45cad01b63cb6da6588af0504b.jpg, 0, 0, 1, 0
0280001008641_01_400_jpg.rf.6831bea18c189e2b0c76ecff0a9c5402.jpg, 1, 0, 0, 0
Image_38_jpg.rf.69f0ea28a979b81b1da51c8df03ac0fc.jpg, 1, 0, 0, 0
OIP-Vdcs9A-yXDcB1urD7mauwQHaE8_jpg.rf.6acaace2c39c637c769ed8c73f01f8df.jpg, 1, 0, 0, 0
Australia-Carrot_jpeg.rf.6b90e486b714a22279acd9e057e40598.jpg, 0, 0, 1, 0
4743a4cea3537ea7_jpg.rf.6bcee9fcfeb1a791ef34baa8944ccbf5.jpg, 0, 1, 0, 0
d207b14cdf12fd65_jpg.rf.6a1299bdaf56dc3db8511fd0b2313ae3.jpg, 1, 0, 0, 0
OIP-GAMpJEMm7QGZ4iuX0MbQ4gHaEA_jpg.rf.6bf6e15dd00eda960eec94fb110fab1b.jpg, 1, 0, 0, 0
banana-ripe-photorealistic-photoscan-3d-model-low-poly-obj-fbx-blend_jpg.rf.693bdff0a1dce0da9bea03d6a83ff9e1.jpg, 0, 1, 0, 0
Fruit0023_3_download600_jpg.rf.6d83ece8644e3c4a328293093857aaf1.jpg, 0, 1, 0, 0
118a51c020ce710da2c1240e6d430bd1_jpg.rf.6b8843965e7bed1f56840d6df10e7cdc.jpg, 1, 0, 0, 0
Banana5_jpg.rf.6c1f63acd4faefe9459997bed80a90fb.jpg, 0, 1, 0, 0
zanahoria-mediana_jpg.rf.6ac8ce128eda70b33919da6a432637c9.jpg, 0, 0, 1, 0
this_is_a_carrot_jpg.rf.6ca359ede70689035c099a3343601db7.jpg, 0, 0, 1, 0
DSC_1950-JPG_jpg.rf.64d917899d5e9b61d0cc3799dc77f799.jpg, 1, 0, 0, 0
XNwX6_jpg.rf.686570ef956be5b9984601e38c044bbc.jpg, 0, 1, 0, 0
a41cb68318c105a61965ef98766a4235_jpg.rf.6cda302e159a33351e2dd6f73464d66b.jpg, 0, 0, 0, 1
OIP-e4Vt3vph4tc9LYMd3_IAvwHaE8_jpg.rf.6d7231b40ad10b18ceaa23084be67e53.jpg, 1, 0, 0, 0
bananas1_jpg.rf.6e5291416c156b0fb957906d3c41f952.jpg, 0, 1, 0, 0
carrots2_jpg.rf.6c06c92bf17471df0d3dae789f68509b.jpg, 0, 0, 1, 0
32edb75fcda0d753064499dcd7cc56e3_jpg.rf.6d4b709efc191139ee6dfb205fbd883f.jpg, 0, 0, 0, 1
280b8d6eed10c375_jpg.rf.6d16614099d82c9adb4c649597dc1f56.jpg, 0, 1, 0, 0
f98051e1750f65ce_jpg.rf.6ebf8d9152444ff9742fb12267aeeb48.jpg, 1, 0, 0, 0
OIP-AlP6oDE7ZrqnP0I365avpAHaEJ_jpg.rf.6f7e7af08efc1b03791c8eefc65546d3.jpg, 0, 0, 1, 0
65454485e997fa2c_jpg.rf.6e7121583e62a44b1c04aa0772359161.jpg, 0, 0, 0, 1
Carrots_web_jpg.rf.6dd05c7fff91483a9d1ad0aefd3eee78.jpg, 0, 0, 1, 0
shutterstock_72634363-768x420_jpg.rf.6fbaf2e3ae73f412c833255d876aa28d.jpg, 0, 1, 0, 0
a03_060_jpg.rf.6ef0d53a6e600aa051276346dcfa91d1.jpg, 0, 0, 1, 0
ea253b194255032a_jpg.rf.6db73b65ea60cc56b33558828784212b.jpg, 0, 1, 0, 0
carrot-12636026_jpg.rf.6ed1559db62f1d4e097ab929f2ba3845.jpg, 0, 0, 1, 0
red-apple-wallpapers-1680x1050_jpg.rf.71e9ecd7186aa378ce6f4c780b8724f0.jpg, 1, 0, 0, 0
3c7713d780af97a1_jpg.rf.701908fb4b034dc75fb88c0845ade608.jpg, 0, 1, 0, 0
carrots-white-fresh-red-isolated-background-36174697_jpg.rf.7019140edd5b39af3c15906f32178700.jpg, 0, 0, 1, 0
OIP-NbRgtnFszs4-YwBCf-5OOQHaE2_jpg.rf.712f83e7fe6b32b40451fdd20dc167ea.jpg, 0, 0, 1, 0
fuji_1-1024x768_jpg.rf.7188f15039213c97341a4813d988d806.jpg, 1, 0, 0, 0
Image_64_jpg.rf.7102fb4819c0e4564f2acf46f0b9ac8f.jpg, 1, 0, 0, 0
